mae,rmse,bias,r2,n,target,split,lead,model,stratum
1.9009500741958618,2.0103156566619873,-1.9009500741958618,-9.504975318908691,4371917,swh,test,6,climatology,P90-99
1.1710758209228516,1.5477246046066284,-0.5993849635124207,-1.2789158821105957,485862,swh,test,6,persistence,P99+
4.399411678314209,4.524371147155762,-4.399411678314209,-18.47410011291504,485862,swh,test,6,climatology,P99+
0.38517501950263977,0.6324821710586548,-6.976182339712977e-05,0.6652156710624695,48570648,swh,test,12,persistence,all
0.7290399670600891,0.9940742254257202,0.046784572303295135,0.17301034927368164,48572844,swh,test,12,climatology,all
0.18029314279556274,0.26602810621261597,0.06985288113355637,0.3277987241744995,24288589,swh,test,12,persistence,P0-50
0.6782259941101074,0.7713423371315002,0.6510061621665955,-4.650028705596924,24290467,swh,test,12,climatology,P0-50
0.45601606369018555,0.6094840168952942,0.03276585787534714,-0.7693020105361938,19424991,swh,test,12,persistence,P50-90
0.43703898787498474,0.5526864528656006,-0.1592390090227127,-0.45490777492523193,19425255,swh,test,12,climatology,P50-90
1.0193027257919312,1.2886995077133179,-0.3532298505306244,-3.316617965698242,4371206,swh,test,12,persistence,P90-99
1.9010580778121948,2.0104119777679443,-1.9010580778121948,-9.505385398864746,4371260,swh,test,12,climatology,P90-99
2.0899853706359863,2.580636501312256,-1.6310234069824219,-5.335700035095215,485862,swh,test,12,persistence,P99+
4.399411678314209,4.524371147155762,-4.399411678314209,-18.47410011291504,485862,swh,test,12,climatology,P99+
0.589029848575592,0.9275228977203369,-0.00037499485188163817,0.2801471948623657,48555828,swh,test,24,persistence,all
0.7291407585144043,0.9941839575767517,0.046766262501478195,0.17297297716140747,48559536,swh,test,24,climatology,all
0.3054560720920563,0.4681571424007416,0.16746686398983002,-1.082015037536621,24282031,swh,test,24,persistence,P0-50
0.6782752275466919,0.7713888883590698,0.6510626673698425,-4.65085506439209,24285189,swh,test,24,climatology,P0-50
0.6825934648513794,0.9202957153320312,0.05609629675745964,-3.033903121948242,19417106,swh,test,24,persistence,P50-90
0.4371039867401123,0.552756130695343,-0.1592906266450882,-0.45524871349334717,19417583,swh,test,24,climatology,P50-90
1.4576001167297363,1.7587499618530273,-0.8412569165229797,-7.039791107177734,4370829,swh,test,24,persistence,P90-99
1.9011374711990356,2.0104761123657227,-1.9011374711990356,-9.505965232849121,4370902,swh,test,24,climatology,P90-99
3.2083749771118164,3.6535613536834717,-3.080878496170044,-11.699124336242676,485862,swh,test,24,persistence,P99+
