mae,rmse,bias,r2,n,target,split,lead,model,stratum
0.3716032803058624,0.5082644820213318,-0.05288771539926529,-0.07085847854614258,19431005,mp2,test,6,persistence,P50-90
0.5108225345611572,0.6473921537399292,-0.31450799107551575,-0.7373470067977905,19431065,mp2,test,6,climatology,P50-90
0.44737452268600464,0.6061004400253296,-0.1763601005077362,-0.8332647085189819,4372139,mp2,test,6,persistence,P90-99
1.876284122467041,1.9455283880233765,-1.876284122467041,-17.889083862304688,4372145,mp2,test,6,climatology,P90-99
0.5495242476463318,0.735047459602356,-0.34080302715301514,-1.2888457775115967,485850,mp2,test,6,persistence,P99+
3.5285329818725586,3.576789379119873,-3.5285329818725586,-53.197837829589844,485862,mp2,test,6,climatology,P99+
0.544842004776001,0.7451428771018982,-0.0001219814657815732,0.6469469666481018,48570648,mp2,test,12,persistence,all
0.8263193368911743,1.0452861785888672,0.05399724468588829,0.3053332567214966,48572844,mp2,test,12,climatology,all
0.45933225750923157,0.6344971656799316,0.18430311977863312,0.1256285309791565,24285276,mp2,test,12,persistence,P0-50
0.8356173038482666,0.9553022980690002,0.7679052352905273,-0.9813264608383179,24287299,mp2,test,12,climatology,P0-50
0.5825314521789551,0.7705637812614441,-0.10440317541360855,-1.4613749980926514,19427790,mp2,test,12,persistence,P50-90
0.5108381509780884,0.6474112868309021,-0.3145101070404053,-0.7374817132949829,19427933,mp2,test,12,climatology,P50-90
0.7914285659790039,1.03792142868042,-0.45898106694221497,-4.375936985015869,4371744,mp2,test,12,persistence,P90-99
1.8763387203216553,1.9455782175064087,-1.8763387203216553,-17.889585494995117,4371750,mp2,test,12,climatology,P90-99
1.093150019645691,1.3954987525939941,-0.9198655486106873,-7.2496442794799805,485838,mp2,test,12,persistence,P99+
3.5285329818725586,3.576789379119873,-3.5285329818725586,-53.197837829589844,485862,mp2,test,12,climatology,P99+
0.7659960389137268,1.0227094888687134,-0.0003398710978217423,0.3349655866622925,48555828,mp2,test,24,persistence,all
0.8264147043228149,1.0453871488571167,0.05400450527667999,0.30528444051742554,48559536,mp2,test,24,climatology,all
0.6243156790733337,0.8458466529846191,0.33375051617622375,-0.5541961193084717,24277914,mp2,test,24,persistence,P0-50
0.8356895446777344,0.9553683400154114,0.7679879069328308,-0.9815976619720459,24281289,mp2,test,24,climatology,P0-50
0.8032528758049011,1.0201270580291748,-0.16154184937477112,-3.3138227462768555,19420476,mp2,test,24,persistence,P50-90
0.5108740925788879,0.647462785243988,-0.31451743841171265,-0.7377259731292725,19420749,mp2,test,24,climatology,P50-90
1.2439812421798706,1.5408927202224731,-0.9199344515800476,-10.848766326904297,4371624,mp2,test,24,persistence,P90-99
1.8763586282730103,1.9455952644348145,-1.8763586282730103,-17.89005470275879,4371636,mp2,test,24,climatology,P90-99
2.0557658672332764,2.412097215652466,-1.9769734144210815,-23.646089553833008,485814,mp2,test,24,persistence,P99+
3.5285329818725586,3.576789379119873,-3.5285329818725586,-53.197837829589844,485862,mp2,test,24,climatology,P99+
0.9285332560539246,1.2209705114364624,-0.0008274710271507502,0.05223339796066284,48528234,mp2,test,48,persistence,all
0.8264957666397095,1.045502781867981,0.05391982942819595,0.30525314807891846,48532962,mp2,test,48,climatology,all
0.7751877307891846,1.0446122884750366,0.47534745931625366,-1.3704044818878174,24261049,mp2,test,48,persistence,P0-50
0.8357515335083008,0.9554333090782166,0.7680579423904419,-0.9814051389694214,24265513,mp2,test,48,climatology,P0-50
0.9306846857070923,1.1572387218475342,-0.2304675132036209,-4.551547050476074,19411137,mp2,test,48,persistence,P50-90
0.5109010338783264,0.6475118398666382,-0.31452563405036926,-0.7380551099777222,19411356,mp2,test,48,climatology,P50-90
